,PFemale,file,height,width
0,0.96645725,1. eps-hp-slider-daisy-lm_0.jpg,143,135
1,0.71130335,10. paralegal-and-lawyer_0.jpg,132,112
2,0.026986152,10. paralegal-and-lawyer_1.jpg,117,122
3,0.15191342,100. 144458382_0.jpg,132,111
4,0.4806363,101. 2206351_ad-law-paralegal_0.jpg,138,122
5,0.4091629,102. library_student_0_0.jpg,170,150
6,0.05699441,105. are-paralegals-entitled-to-overtime-pay_0.jpg,235,215
7,0.9996498,106. paralegal_0.jpg,146,167
8,0.07791532,107. paralegal-team_0.jpg,125,112
9,0.29837045,11. paralegal1_0.jpg,197,215
10,0.96982557,11. paralegal1_1.jpg,119,104
11,0.45245457,11. paralegal1_2.jpg,143,122
12,0.9907919,11. paralegal1_3.jpg,132,112
13,0.17980342,111. 154-paralegal-training_0.jpg,235,215
14,0.9987589,112. paralegalatc1920_0.jpg,347,327
15,0.9567569,112. paralegalatc1920_1.jpg,303,283
16,0.0117791165,113. paralegal_0.jpg,132,112
17,0.9529378,114. paralegal-courthouse-tour_0.jpg,132,112
18,0.9606801,115. triangles_strongest_paralegal_program_0.jpg,209,189
19,0.20373234,115. triangles_strongest_paralegal_program_1.jpg,266,246
20,0.98395413,116. paralegal-goal-img_0.jpg,170,167
21,0.97123307,117. ceara-steadman_0.jpg,465,445
22,0.004028746,118. law-students-1024x365_0.jpg,142,122
23,0.4507579,118. law-students-1024x365_1.jpg,132,112
24,0.024105623,118. law-students-1024x365_2.jpg,155,135
25,0.9997141,119. justice-studies-wish-i-knew-before-paralegal-s_0.jpg,183,189
26,0.9850295,12. paralegal%20home%20image1_0.jpg,132,112
27,0.2873769,12. paralegal%20home%20image1_1.jpg,132,112
28,0.28010398,120. what-are-the-duties-of-a-paralegal_0.jpg,209,189
29,0.013915829,121. paraglegal_0.jpg,235,214
30,0.9990989,122. 15_business_gathering-crop_0.jpg,108,112
31,0.90700686,123. 140_paralegal_0.jpg,187,167
32,1.1024478e-05,124. skd258417sdc_0.jpg,110,135
33,0.96237785,125. divorce-paralegal-56a25fe35f9b58b7d0c972df_0.jpg,170,150
34,0.9942854,126. maxresdefault_0.jpg,303,283
35,0.6709863,129. du8_ospw0ai4zov_0.jpg,214,215
36,0.80387414,13. what-does-a-paralegal-do_54caae96592fa_w1500_0.jpg,265,246
37,0.14640424,130. paralegal_article_su15_0.jpg,131,112
38,0.99708986,130. paralegal_article_su15_1.jpg,132,108
39,0.89916,130. paralegal_article_su15_2.jpg,123,86
40,0.08140862,130. paralegal_article_su15_3.jpg,124,103
41,0.0130683035,130. paralegal_article_su15_4.jpg,155,135
42,0.79261166,131. paralegal2._0.jpg,132,112
43,0.006947463,131. paralegal2._1.jpg,120,112
